,shop_name,review,stars
834,Brianâs Brew,5/24/2016 just go. get the summermoon. still thinking about that latte. a little hard to find at first but just go past the elevators :),5.0 star rating
835,Brianâs Brew,""" 5/18/2016 Nice guy!! If you are looking for summermoon's moon milk","then this is the place to go downtown. """
836,Brianâs Brew,""" 4/11/2016 Yes",yes
837,Brianâs Brew,5/17/2016 Not what you expect to find when you walk into the Bank of America building...worth the strange walk past the elevators though to find great coffee and super friendly service. Both the hot and iced coffees are great.,5.0 star rating
838,Brianâs Brew,""" 3/24/2016 Had the best latte of my life! That Summermoon is amazing. I typically like coffee and enjoy a good latte","but I LOVED this drink. """
839,Brianâs Brew,""" 6/24/2015 Just a small takeaway coffee bar",but the wood fire roast they use is fantastically smooth. Standard preparations (drip
840,Brianâs Brew,""" 10/26/2013 1 check-in Located in the Bank of America in Dowtown Austin",in the back if the lobby.  Brian not only owns the place
841,Brianâs Brew,8/29/2015 1 check-in Amazeballs!!! The wintermoon is the bomb!! They make their own cream and it honestly tastes like heaven. The service was awesome! It's kind of in a weird spot. Right outside of jimmy John's in the Bank of America building past the elevators.,5.0 star rating
842,Brianâs Brew,""" 6/24/2015 I love to use Yelp when I visit other cities and I found this place as a result of trying to find a local coffee shop near my work office. Turns out",this was a great place!  The breakfast tacos were on point (seriously get the bacon
843,Brianâs Brew,""" 11/11/2013 1 check-in As other reviews state",Brian is there making the coffee. Super nice guy executing a great idea...fire roasted coffee.  I just got a cup of drip to go
844,Brianâs Brew,11/13/2015 Lived up to the ratings. Great coffee and great service! The cream and coffee combo in the summer moon latte was the perfect pick-me-up. It is worth the trip to the hidden location.,5.0 star rating
845,Brianâs Brew,""" 8/2/2012 1 check-in Listed in Keep Austin Weird Wood fire roasted coffee?  Yeah",you definitely caught my attention.  It took me a little while to find this spot.  Fortunately
846,Brianâs Brew,""" 8/22/2013 2 check-ins Brian is da man!  This small coffee dispensery is located inside the B of A building on Congress.  He(Brian) is an awesome guy to talk to and takes pride in his craft.  Their espresso beans are wood fire hand roasted locally and brew with an amazing crema layer....smooth.  I bring home a bag every visit to Austin.  I'm a fan of their half wintermoon which is Brian's concoction of milk with flavors.  It's between a white mocha and a latte so you still get the coffee flavor you deserve.  Good distribution of espresso between the three sizes.  12oz =1 shot",16oz = 2 shots
847,Brianâs Brew,""" 7/16/2012 Updated review Brian messaged me through Yelp explaining the situation of his reason for closing. I still have yet to try the coffee here","but Brian seems like a stand up guy about his business!  I would suggest checking his Website/Facebook for updated hours (not yelp's) """
848,Brianâs Brew,5/15/2012 1 check-in Girlfriend got the groupon here and so I tried the Mocha Moon Latte. I have to admit this place is definitely better than Starbucks. The Mocha flavor was strong and the cup was pretty sweet. Made perfectly that I didn't need to do anything else to it. Just the way I like it.  I didn't even notice that the logo was actually the guy behind the counter.. at least I hope it is. haha,5.0 star rating
849,Brianâs Brew,""" 8/19/2013 My Summermoon latte was quite good",flavorwise...though it is just short of cloyingly sweet.  It had an excellent dark/smoky flavor as an aftertaste
850,Brianâs Brew,""" 11/16/2011 So I just strolled into work this morning",got everyone's full attention
851,Brianâs Brew,""" 1/21/2012 Brian's Brew popped up on my radar recently",and I dropped by while running errands one morning. I had no idea it was tucked into a nook in the Bank of America Center. For those running around downtown
852,Brianâs Brew,7/17/2013 This place is awesome! I've been going to Brian's Brew for about a year now and just sad that I no longer work downtown to get my summermoon latte!,5.0 star rating
853,Brianâs Brew,""" 11/3/2013 Damn fine espresso. Crema was a little weak but it was served in a big cup. But the flavor... oh the flavor! Wood fired roasted","need I say more. Try it. Sip it. Savor it. Love it. """
854,Brianâs Brew,""" 1/6/2012 It's the best coffee within walking distance of downtown offices",delivered swiftly by a polite staff.  It's not magical
855,Brianâs Brew,7/16/2013 Had coffee from the self-self machine and wintermoon latte - both very good and above average coffee. Definitely will be coming back a lot.,5.0 star rating
856,Brianâs Brew,""" 5/16/2013 I was going to get a Starbucks",but went to the ATM first... There
857,Brianâs Brew,12/19/2012 I love this hidden gem! The lattes here are amazing! Hot and cold. I come here as often as I can. It's nice to have a place that's not over-rated and commercialized like Starbucks. The Summermoon and Wintermoon lattes are to die for.,5.0 star rating
858,Brianâs Brew,""" 12/5/2012 The mocha I had today was phenomenal. It's an office-based coffee service window",so don't expect a sit-down shop. Nonetheless
859,Brianâs Brew,""" 10/5/2011 Brian is the man.  He is congenial",polite
860,Brianâs Brew,2/1/2013 Really friendly spot that no one knows about!!!,5.0 star rating
861,Brianâs Brew,2/27/2012 Listed in Austin Intention Hey Brian- Good going on this one. I stopped in while running errands and thought I'd try wood fired coffee. I really enjoyed it.,5.0 star rating
862,Brianâs Brew,3/13/2012 Brian is great. Tasty shakes. Delectable cold brewed espresso. I'm always in a good mood after Brian's Brew.,5.0 star rating
863,Brianâs Brew,""" 1/20/2012 Tried almost every other coffee downtown before finally giving the guy with the quirky sidewalk sign a shot. This is the best coffee downtown",and possibly the best latte I've ever had. Smooth
864,Brianâs Brew,""" 7/11/2012 Pretty darn good coffee... I had the drip",Honduras it was called... added some stevia and a little creamer... it didn't need anything else
865,Brianâs Brew,""" 8/19/2012 Coffee is good","but the service is what keeps me coming back. Lovely guy. """
866,Brianâs Brew,11/22/2011 Brian is a great guy and his brew is the best in dt!! Today I stopped in to try the mocha latta and it was much better then starbucks!! Thanks Brian!,5.0 star rating
867,Brianâs Brew,""" 10/25/2013 Seriously had the best coffee of my life",the Wintermoon Latte....yummmmm!! On top of the great coffee
868,Brianâs Brew,""" 6/16/2011 First to Review WOW!!!! I work off of congress and I stopped by brians brew to try their """"wood fire coffee"""" and I had the best iced latte I have ever had in my life. I believe it was called the """"winter moon"""". I think it actually changed my life as the logo says. I am never going to Starbucks again as long as that little store stays open """,5.0 star rating
869,Brianâs Brew,""" 7/14/2011 I practically live off the Summermoon latte",this place seriously has some of the best coffee in Austin. Brian is a good guy
870,Brianâs Brew,""" 3/16/2012 I had the summer moon latte this morning... it was excellent ( very sweet like i like it)  and the service was also great! i like the way they say small instead of """"tall' that really annoys me... i think i found my new """"go-to"""" morning coffee spot """,5.0 star rating
871,Brianâs Brew,6/18/2011 Went to Brians for the first time yesterday. The winter moon latte was AMAZING! They recommended it to me instead of my usual vanilla latte. I'll definitely be going back!,5.0 star rating
872,Brianâs Brew,""" 1/24/2013 Yup. The reviews are spot on. This place lives up to the five star Yelp rating",fo' sho'. In need of some really good coffee
873,Legend Coffee,""" 10/29/2016 1 check-in Excellent coffee in an adorable little wooden trailer. Enjoy while you wait for Franklins. And if you're from the Bay Area or Santa Cruz","you'll be pleased to know the person who sources their beans worked previously for Verve. They know what they're doing!  We ordered cortados and a pumpkin scone. Both highly recommended. """
874,Legend Coffee,""" 10/27/2016 1 check-in I really loved this place! Tucked right behind Franklin's",Legend Coffee Company is situated in a cozy trailer/truck house. When we were there
875,Legend Coffee,""" 10/9/2016 1 check-in If you are the kind of person who will get to Franklin Barbecue hours early",this little coffee stand will be a blessing to you.  It is very conveniently located behind this famous eating spot.  And even if you're not around for meat
876,Legend Coffee,""" 2/26/2016 1 check-in I can't get enough of all the food trucks in Austin. Each one has such personality - some are air streamers",some are buses
877,Legend Coffee,""" 7/3/2016 If I'm being honest",I would have to admit that I'm not a big coffee drinker...and when I do drink it it's typically Starbucks. Today
878,Legend Coffee,""" 12/2/2015 Love Legend coffee! It is delicious",fresh
879,Legend Coffee,""" 2/27/2016 1 check-in Wow. I am so happy to have found this place (waiting for Franklins) i'm glad that I live just up the street. The Queen Bee Cortado  was the perfect combo of creamy",sweet
880,Legend Coffee,""" 3/7/2015 1 check-in Let's keep this short and sweet: these guys know coffee.  They are poised right behind Franklin's BBQ and serve some amazing tasting and really inexpensive coffee. They have fancy things like a cayenne cinnamon hot chocolate",different daily baked goods and bags of coffee beans
881,Legend Coffee,""" 5/23/2016 I've walked my dogs past this place forever but always forget to bring $ with me--so glad I finally did. I'm not real big on hot coffee so I got their City Slicker--cold brew with vanilla and cream--and it was great! I'm now a repeat customer. Also got a scone once before the pastries ran out",and I look forward to more of those as well. Not too sweet either
882,Legend Coffee,""" 2/9/2016 1 check-in Legend Coffee is convenient because it is right next to Franklin BBQ. It's actually a food truck not a coffee shop. Their coffee is subtle",not too sweet. I tried their Mucho Mint Mocha and their Cassandra. Both of them were warm drinks. Both of them were not too sweet and subtle. So if you like your drinks sweet
883,Legend Coffee,9/5/2015 1 check-in Listed in Favorite Coffee Shops Such a cool little place tucked away behind Franklin's BBQ! The lady was so friendly! I tried their cold brew iced coffee and I loved it! It was so smooth and not bitter! Will totally come back here! Cold brew!,5.0 star rating
884,Legend Coffee,""" 8/10/2016 She's a sweetheart. Went out of her way to make something amazing for me. I consider myself a coffee shop. They did not meet my expectations... they exceeded them. Definitely ask for Annie","she has mad skill. """
885,Legend Coffee,""" 11/28/2015 1 check-in Such an adorable trailer! Their bread and butter are line-sufferers at Franklin's BBQ",but I come here because their coffee is simply delish! I really like the Cassandra latte with honey and cinnamon-- perfect for a cold(ish) Austin winter day! Fast service
886,Legend Coffee,""" 8/13/2016 In Austin for a workshop",and stopped for a latte here. Honey and cinnamon in a very round
887,Legend Coffee,3/6/2016 This place was such a gem! Great tasting coffee and the owner was super friendly!! It's all about the Cassandra! Way better than any chain coffee place! This was such a great find! Was getting ready to go wait in line at franklins and stumbled upon this place! Best logo ever!! Also the Cassandra was amazing! You need to get it!,5.0 star rating
888,Legend Coffee,""" 11/28/2015 17 check-ins Never mind the chain coffee shops! Support your local coffer house... or trailer! Tucked away behind Franklin BBQ",this hand built wooden trailer is cranking out some serious grinds. Tea
889,Legend Coffee,4/12/2016 Great little coffee spot behind Franklin BBQ the owner was really nice guy also serves great pastries,5.0 star rating
890,Legend Coffee,""" 4/13/2016 Mhhhh their queen bee cortado! Delicious. Honey",steamed milk
891,Legend Coffee,""" 7/1/2015 I love a good coffee so came over to try their cold brew. They had a special called the city slicker which is their cold brew",vanilla
892,Legend Coffee,12/8/2015 Good coffee and a saving grace for those who are enduring the long wait at Franklin's.  Cute setup with seats too!,4.0 star rating
893,Legend Coffee,""" 1/8/2015 1 check-in First to Review A perfectly placed coffee cart to keep smiles going and eyes open when committing to the Franklin BBQ Line.  As I was already bouncing uncontrollably from the frigid temps",I swapped my usual morning latte for the Chai.  The spicy sweetness warmed me up and lifted my spirits to carry me through to the final destination of the Franklin cashier.    Even though we brought mimosas for our midday beverages
894,Legend Coffee,""" 9/12/2015 1 check-in This is a hand crafted wooden trailer behind Franklins BBQ. There is parking in front of it or on the street. I've had both the mocha and Cassandra lattes. Both delicious on the own",but the Cassandra is a cinnamon/honey flavor latte. I've never had that combination before in a coffee and was quite surprised how delicious it is. The entire drink is made in front of you
895,Legend Coffee,3/20/2016 They know what they are doing.....small food truck like place behind a BBQ joint....Definitely recommend.,5.0 star rating
896,Legend Coffee,""" 5/4/2015 Tasty",tasty
897,Legend Coffee,""" 1/14/2015 Very friendly service. Tucked in the back of Franklin's barbecue. They provide warm",hot drinks while you wait in line for your lunch. I ordered a chai latte and it was not to sweet how I like it. It wasn't too hot were I couldn't drink it for awhile
898,Legend Coffee,""" 1/23/2015 1 check-in waiting in line for Franklin BBQ in 35 degree weather isnt very fun",but when the kind folks at Franklin mentioned that Legend Coffee was open for business in the Franklin BBQ parking lot
899,Legend Coffee,""" 2/17/2015 1 check-in I would think that without the steady flow of caffeine- hungry  Franklin's patrons lined up at 9am this place would not be so popular.  The coffee tastes like it is brewed in a loaf of rye bread",which I love but not in a hot cup of coffee.  Maybe they are trying to ride out the current beard loving
900,Legend Coffee,2/27/2015 Get the iced Cassandra!!!!  I could drink one everyday.  Probably my favorite coffee drink ever.,5.0 star rating
901,Venezia Italian Gelato,""" 10/21/2016 This place looks very unassuming on the outside but its a very nice",quaint transport to a world of awesomeness. It's definitely a place I can see an Austinite sitting down on any given day to work at a cafe.  The owners are really nice charming people
902,Venezia Italian Gelato,""" 11/19/2016 Mmmm the gelato is so tasty! I came here for a dessert date and had the Tequila flavor with lime and blackberries. It was very fresh and had a teeny tiny taste of tequila in it. I would love to come back and try some of the other flavors and baked goods.  The inside was very clean and stylish. Only downside was a small parking lot and lacking in outdoor seating. Also","it'd be nice to have more variety in coffee. Other than that I like this cute cafe! """
903,Venezia Italian Gelato,""" 10/19/2016 If you're looking for a relaxing European coffee shop experience in the midst of a an increasingly boxy South Lamar--here is your oasis! This gorgeous little Italian cafe and gelato shop.  Operated by a delightful couple of folks (the gentleman can whistle like a Disney bluebird!)","this place has coffee that tastes like you're on vacation and treats that are flaky and scrumptious. The ambiance is as balanced and sweet as the gelato. This place will chill you out and improve your afternoon. It's worth a little splurge for a Perfect 10 cafe! Cheesecake gelato and also a Coffee-type that was seriously so insanely DELICIOUSAAAAAA. Treats and Gelato """
904,Venezia Italian Gelato,""" 8/31/2016 1 check-in Cute little shop run by a gorgeoussssss couple. I mainly came here to try their gelato donut on a stick aka the Mr. Ring! They ran out of the chocolate ones when I arrived with my family",so I was disappointed about that and the woman told me there was only one white chocolate left and the rest were either cotton candy or lime
905,Venezia Italian Gelato,""" 7/14/2016 1 check-in I don't know. There seems to be another gelato place here in south Austin popping up with a few more. I'm pretty sure we will see a season of Gelato Wars on TV or in the newspaper. I have to admit though I don't know what is good gelato or bad gelato. As long as it doesn't make me sick",I'm fine with it.  I see photos on yelp for gelato shaped like donuts. Immediately I must go and check them out. Luckily they had a banner which said GELATO out in front otherwise I would have been wandering up and down Lamar looking for this place. The parking lot is small and space is very limited. Once you get inside
906,Venezia Italian Gelato,""" 12/3/2016 Great Gelato and friendly service. Dangerous that this place is almost within walking distance. My GF got the stracciatella and said it was just like the kind she used to get when living in Rome (she hasn't been able to find any like it since getting back to Texas). The gentleman that served us also mentioned that they will soon have fresh house made cannoli which are one or my guilty dessert pleasures","so we will definitely be back very soon. """
907,Venezia Italian Gelato,8/13/2016 1 check-in Food: 5.0 of 5.0 Service: 5.0 of 5.0 Environment: 5.0 of 5.0  Great tasting Gelato at an expected expensive price. This place would be a nice place to take a date on after the movies or eating downtown. Service is very polite and patient. Inside!,5.0 star rating
908,Venezia Italian Gelato,""" 8/13/2016 1 check-in Venezia Italian Gelato is run by an Italian couple. I had a moment to converse with the owner (the kind lady) and she was so sweet. She works practically all day--wakes up bright and early to make the gelato and service her customers.  I got the 2 scoops of gelato for $4",which isn't bad. I had the hazelnut and peach gelato. The peach was very peachy (duh
909,Venezia Italian Gelato,""" 6/26/2016 1 check-in Ahhh gelato. Takes me back to summers in Germany",and traveling the canals of Venice. There is something so delicate about the flavors
910,Venezia Italian Gelato,""" 11/13/2016 Ice cream donuts? Yes",it is true! They make donut shaped Gelato goodness and I am not sure what the outer coating is but I think just cream/sugar/yogurt and the inside is filled with gelato. We visited here the other night and my husband ordered THREE - he just could not stop eating them. I had a couple samples and ordered the vanilla and chocolate
911,Venezia Italian Gelato,""" 6/2/2016 1 check-in I have definitely been on a gelato craze",so I was happy to discover a new spot sort of close to home! The parking lot is kind of small / hard to navigate through
912,Venezia Italian Gelato,""" 5/30/2016 Came with my friend 10 days after they opened.  First impressions: lots of seating",very beautiful decor.  Their gelato was pretty good. 4/5 stars because comparatively to other places in Austin
913,Venezia Italian Gelato,""" 8/15/2016 1 check-in My friends LOOOOOOVE this place. They come here once a week.  I thought it was very good & the owner looked very nice.  Cherry cheesecake was good-- looked amazing with graham crust crumbles on top. I thought it could use a little more cream cheese but that's just me. Passion fruit was really good-- tart & rich. The hazelnut chocolate is suuuuuuper rich and delicious but maybe too rich for most people.  This is a good","safe place to get gelato. They have flavors that are very typical for most Americans (""""donuts"""" """"vanilla"""" """"coffee"""" """"mint"""" """"chocolate coconut"""" and have a few exotic flavors """"passion fruit"""" """
914,Venezia Italian Gelato,""" 7/30/2016 There is a lot of hoopla about gelato places in Austin and I just haven't seen what all of the fuss is about. Most of them don't offer what I consider real gelato. Venezia is in a league far above the rest.  Nicola and Alice are not only awesome people (Nicola in particular also has a great handshake)",but they're slinging some awesome gelato too and the clear best in Austin in my opinion. It's even as good as what I've had in Venice
915,Venezia Italian Gelato,""" 9/27/2016 Simply awesome. This is the place for gelato. When I was in Austin I was a regular here. Neat and clean decor",very nice people and the mix 2
916,Venezia Italian Gelato,11/20/2016 1 check-in Omg this place is so awesome and the gelato is DELISH!!! I have a dairy and gluten allergy and had me covered! The gelatin was definitely the BEST in town. Super fluffy and smooth! I Highly Recommend this place! The owner is from Italy too! He knows his stuff. From Italian to Italian this is the BEST place for gelato in Austin!,5.0 star rating
917,Venezia Italian Gelato,""" 8/7/2016 Ooh talk about authenticity! The Italian couple who opened this moved from their home about a year or so ago. Love the store layout and the gelato (please do not call it icecream) is so pleasing to the eye! They also have vegan flavors. Got the dark chocolate along with raspberry - both were vegan (I'm not vegan but it works in my favour since I'm mildly lactose intolerant) but man oh man",you cannot tell it apart from dairy ones. This has to be THE best dark chocolate gelato (or uh
918,Venezia Italian Gelato,""" 7/22/2016 After a lousy day",I wanted to bring my wife here as a little treat.  I'd read the great reviews and was hopeful they'd have some great gelato
919,Venezia Italian Gelato,""" 7/6/2016 1 check-in Listed in 100 in 2016 It's such a pleasure stumbling upon delightful little local places! Venezia was one of those stumbles.  Decent parking for it's S. Lamar location and spectacularly clean on the inside",I had high hopes from the moment I walked in. The woman at the front greeted me with a huge smile immediately and made me feel welcomed and wanted. She patiently waited as I decided what to order. Great customer service! Venezia serves up various flavors of handmade gelato and coffee. I stuck with the Gelato this time around
920,Venezia Italian Gelato,""" 7/14/2016 1 check-in Yummy yummy Gelato!!!!!  We drive through S. Lamar quite a bit and every time we pass this place I always say """"I want to go there."""" Well we finally got the chance to and our experience was amazing!  We both have had gelato before. L.C. had it in Italy and myself in Hawaii (lol lame",I know). But the owner of the place is so so so sweet
921,Venezia Italian Gelato,""" 8/9/2016 nice sweet treat. a little pricey 4 dollars for 2 scoop of ice-cream on the cone",but they are organic ice-cream
922,Venezia Italian Gelato,""" 7/10/2016 My friends told me this was _the best_ and they weren't lying! This is my new favorite dairy treat spot in the entire city.  Venezia is a welcome addition. I'm a sugar snob",and I take my ice cream products seriously. I've had gelato everywhere from Rome to Richardson
923,Venezia Italian Gelato,6/29/2016 1 check-in I have been DROOLING over the photos of the Mr. Ring for a few days now. I FINALLY got to try their gelato and Mr. Ring...  OH. MY. GOSH. It was delicious. I finished my Mr. Ring before I even left the parking lot! I love gelato and I love chocolate covered anything...so this is the perfect marriage of my 2 favorite things.  I sampled some of their gelatos and they were so delicious! The pineapple gelato is dairy free and tastes like I'm eating a pineapple! YAS.  What's even more awesome about this place is that their gelato is non-GMO and artificial color free! WOO HOO. I'm a total convert. I'll be walking over here so I can eat one Mr. Ring there and eat one on my walk home.,5.0 star rating
924,Venezia Italian Gelato,""" 12/4/2016 Awesome addition to the growing South Lamar food scene and a great dessert or decadent snack option. Authentic gelato with creative and sophisticated flavors with the added bonus of luscious Italian pastries and exquisite coffee.  Even a modest selection of gourmet sandwiches. Great vibe","upscale decor and gracious owners/hosts.  I've had gelato in Italy and this is the real deal.  Easy to miss if you are not watching for it--almost across the street from Snooze. """
925,Venezia Italian Gelato,7/4/2016 Updated review Wonderful experience of incredible gelato. Clean environment with plenty of seating and amazing selection of flavors and combinations.  Owners offered tastings of any of the selections and I ended up Peanut and Dark Chocolate.  Tiramisu and cheesecake are also popular items.  Highly recommend trying this out!  Get the Venezia flavor.....absolutely the BEST,5.0 star rating
926,Venezia Italian Gelato,11/12/2016 it's simply amazing. the gelato is the best I have ever tasted. one of the best places to eat gelato in Austin. also owners are super sweet.,5.0 star rating
927,Venezia Italian Gelato,""" 9/4/2016 Updated review Awesome gelato !! Love the place","the flavors! Best gelato in Austin. Period. Chatted with the Italian owner. She's super knowledgable about heathy eating and why gelato is better that ice-cream. Definitely coming back many times. Awesome ! """
928,Venezia Italian Gelato,""" 6/20/2016 I'm joining the chorus to say that Venezia is fantastic! Everything about my pop-in for a gelato on a sweltering summer afternoon felt authentically Italian. The proprietor is friendly and proud of his offerings",the flavors are familiar and yet somehow elevated
929,Venezia Italian Gelato,7/27/2016 Love love loveeee this place!! I'm glad I found this new hole in the wall. It's easy to miss this place and turning into it is kind of hard -- but I assure ya it's worth it. I've tried other flavored but I ALWAYS get black cherry and passion fruit. You get two scoops for a small size so you can pick 2 flavors,5.0 star rating
930,Venezia Italian Gelato,11/26/2016 Excellent- highly recommend. Most authentic gelato eatery in Austin not to mention a welcoming staff and fantastic ever changing flavors! A must try !,5.0 star rating
931,Venezia Italian Gelato,""" 6/19/2016 After sampling several gelato places across the country",Venezia is by far #1 on my list.  The favors and variety are exceptional...to say they are incredibly delicious is such an understatement!!  The authenticity of true Italians cannot be matched
932,Venezia Italian Gelato,11/25/2016 Stopped in after dinner with a few friends for something sweet. Glad we did! Really enjoyed the dark chocolate and mint gelato combo I created. My friend had the pistachio and it was gone before I could even try it! Tutto perfetto.,5.0 star rating
933,Venezia Italian Gelato,11/25/2016 1 check-in This place was authentic. Very very very clean. Highly recommend to at least try it. 2 free samples are given. It was delicious to say the least.,5.0 star rating
934,Venezia Italian Gelato,""" 11/15/2016 Excellent gelato","espresso and owners. It's as authentic as you can get in Texas. Loved my first time there and excited to go back. """
935,Venezia Italian Gelato,""" 5/26/2016 3 check-ins My wife and I met Alice the owner",and we were welcomed in a very friendly manner.  The owners are brand new here; they came here straight from Italy so you know this is the real deal.  Compared to the other gelato places in Austin
936,Venezia Italian Gelato,""" 6/19/2016 1 check-in I've been trying to decide whether or not I should keep this place a secret. But I want them to do well and figured",I shouldn't be selfish. So here I am writing a review for the best gelato I have ever had.  Venezia is located off of South Lamar
937,Venezia Italian Gelato,8/27/2016 Amazingly perfect! The inside ambience and the people makes it a must visit place. I read the online review and went there to get Mr.Ring! The owners gave me a warm welcome and they offered to decorate the Ring for the occasion.  Service was one of the best. The owner also offered me few flavors of Gelato to try (even though he knows i was not there to buy gelato). The flavoring was top notch.  Will be definitely back to try their coffee range and buy more Mr.Rings and gelato! Best place to hangout.,5.0 star rating
938,Venezia Italian Gelato,""" 8/30/2016 1 check-in I absolutely fell IN LOVE with the Ferrero Rocher gelato. I had it served with one scoop of the coffee flavor in a medium cup",where I quickly ate up the coffee just so I can savor the Ferrero Rocher. It was total bliss and I was immediately saddened that I didn't go up one size.  The amiable Italian owner added an even sweeter impression to our first visit. We asked him about the Tiramisu and even though my boyfriend didn't understand his accent
939,Venezia Italian Gelato,11/2/2016 I have been looking for a gelato cafe for a while and I found it. This is my favorite place for Gelato! The Ferrero Rocher gelato is wonderful. The people working there are very nice and the cafe is very clean,5.0 star rating
940,Venezia Italian Gelato,""" 8/3/2016 Updated review 2 check-ins I was literally in love with this place. I had admired their selection and ambience. My last experience white washed all of it. The male owner was so rude and that you could feel it in his tone. His words we sharp n pinching. I received a response from him and that too was full of arrogance!! I respect rules and policies of the businesses but there is something called as customer service and politeness which is almost non existent here..Never gonna go back and will stop recommending this place :(  My previous review:  Ok... M confused !!! I was in Love with this place Coz of amazing tastes",excellent interiors & decor and great customer service. The couple who manages the place (I thought were amazing).  I actually love the lady she has excellent customer service skills
941,Venezia Italian Gelato,6/25/2016 This place is absolutely amazing! The people that work here including the owner are so sweet and helpful... They are real Italians which makes the lace so authentic.  The gelato is amazing!!! Just as good as the gelato I had in Italy. The coffee is even better! Definitely a cool spot to come relax and have some coffee and fun donut gelatos!,5.0 star rating
942,Venezia Italian Gelato,""" 8/25/2016 2 check-ins Venezia was one of the few places that stayed open late on a weekday evening",and when we walked in we were greeted by very neat decor and the happy faces of our Italian-accented hosts behind the counter. The gelato was very good; I had salted caramel and something else I don't recall. I do recall that my wife and I were quite impressed with it
943,Venezia Italian Gelato,""" 7/28/2016 1 check-in My family and I are quite fond of gelato",so once we heard there was a new good spot down south
944,Venezia Italian Gelato,9/11/2016 Very good authentic Italian gelato. Great espresso also. The owners relocated from Italy and are very passionate about their gelato. Nice people. Found my favorite gelato in Austin!,5.0 star rating
945,Venezia Italian Gelato,""" 8/21/2016 Amazing. I loved the cherry gelato. I also had the Italian cream",which was eggy and delicious
946,Venezia Italian Gelato,""" 10/30/2016 I had the MR RING and it was AMAZING!!! Also","they let me sample a couple of gelato flavors who he were equally as incredible! The service is great and very helpful and the pricing is reasonable. I can honestly say this is one of the best gelatos I have ever had and will definitely be going back! """
947,Venezia Italian Gelato,""" 7/19/2016 Updated review 5 check-ins Still just as good as the first day I visited",but I would reconsider coming if you have a nut allergy. I brought a friend who does have one and found out that she couldn't have anything there. The owners only have one mixer since they're still new and they use it for every thing. I don't believe they have a sign up for that
948,Venezia Italian Gelato,8/13/2016 Friendly Service and Awesome Iced Coffee. Definitely recommend the cherry gelato too,5.0 star rating
949,Venezia Italian Gelato,""" 7/30/2016 1 check-in I had a small sized gelato",half cherry and half pistachio.  Gelato was nice and smooth. Pistachio tasted like real pistachios
950,Venezia Italian Gelato,7/17/2016 1 check-in The real deal traditional Italian gelato in Austin. Not sure what to write other than go here for the real deal. Still love Dolce Neve for non-traditional tastes but If you want a true Italian experience in the heart of Texas this is THE place. As an Italian man in Austin I can attest to the Gelato being true to its Italian roots.  Bravo!,5.0 star rating
951,Venezia Italian Gelato,""" 9/25/2016 Austin needs more spots like this. The gelato is very tasty","and the coffee is great. We're excited to see what Venezia comes up with for their breakfast menu... We went in today and learned that they are serving breakfast from tomorrow. """
952,Venezia Italian Gelato,""" 7/23/2016 Not to toot my own horn but I'm sort of an amateur gelato aficionado of sorts. I sometimes pull an all out Ratatouille and spit out freezer burned """"gelato"""" out of my mouth in Austin because let's face it",most of the gelato here in our great city is not legit.  Enter Venezia Gelato. This great couple has been in Austin for a year straight from Venice and they serve up the most authentic gelato on this side of the Atlantic. I seriously haven't had better gelato in Seattle
953,Venezia Italian Gelato,""" 8/27/2016 I tasted two of their specialty gelato flavors and found both to be very sweet - much sweeter than any I have had during my various trips to Italy. I think there is better gelato to be had in Austin.  The decor was quaint and clean in a modern-Venetian style.  Oddities: 1) Your two samples (limit) are put on the same tiny spoon",so one will affect the flavor of the other. 2) Arriving just after opening
954,Venezia Italian Gelato,""" 8/26/2016 First off I have NEVER posted a review before. This place is soooooooooooo amazing that I just had to. They serve authentic gelato","tiramasu and chocolate mousse. They even make donut shaped gelato pops. Mmmmmm. The dining room is so beautiful and clean. The staff was very nice and the hours are perfect. Open til 11 Tues thru Thurs and til midnight Friday and Saturday. Check this place out. You will fall in love!! """
955,Venezia Italian Gelato,7/18/2016 1 check-in Made a special trip to try this place out after seeing such great reviews. I went for the Mr. Ring and it was delightful and decorated beautifully. The mint gelato may seem like a basic choice but I assure you it is a choice you can gladly make.  The owners described their offerings to us with such passion which really added to our great experience. Here's hoping they open a second location that I can get to more quickly!,5.0 star rating
956,Venezia Italian Gelato,""" 6/10/2016 """"I'd have to get a second job if this were closer to our house",""""" said my husband after our first visit here. Every flavor more delicious than the next. Super authentic gelato. I'd say this has claimed the title of best frozen dessert in austin. """
957,Venezia Italian Gelato,9/8/2016 Mm they had a hazelnut nutella type gelato in summer. Coffee gelato is good. It's right next door to the tattoo shop. (I missed it driving past last time) They have delicious gelato & the man & woman who own the place are from Italy & so nice & welcoming & always having good conversation with the customers. A perfect gelato business we're lucky to have in Austin!,5.0 star rating
958,Venezia Italian Gelato,""" 6/5/2016 BEST GELATO EVER!!!! I spent a summer in Sicily and tried a few other places in Austin that I like",but this place is hands down the best dessert you will ever eat! The owners are an adorably sweet couple and the actually remembered me and my friend a month later at our 2nd visit! It's kind of tucked away on Lamar and hard to see so I hope the word gets out. They let you try any flavor
959,Venezia Italian Gelato,""" 6/18/2016 After sampling several gelato places across the country",Venezia is by far #1 on my list.  The favors and variety cannot be matched!!  The authenticity of true Italians cannot be matched
